ID,Index,Region,SalesRep,Month,CustomerRating,CustomerSegment,SalesTargetAchieved,Product,Sales,Profit,Discount%
3232,808,North,Alice,Mar,5,Corporate,No,Television,106,26.5,4
3233,809,South,Diana,Jan,4,Corporate,Yes,Computer,150,45,15
3234,809,South,Diana,Jan,4,Corporate,Yes,AirConditioner,86,34.4,11
3235,809,South,Diana,Jan,4,Corporate,Yes,Fridge,8,4,1
3236,809,South,Diana,Jan,4,Corporate,Yes,Television,76,19,9
3237,810,North,Diana,Jan,2,Corporate,No,Computer,168,50.4,24
3238,810,North,Diana,Jan,2,Corporate,No,AirConditioner,66,26.4,9
3239,810,North,Diana,Jan,2,Corporate,No,Fridge,21,10.5,12
3240,810,North,Diana,Jan,2,Corporate,No,Television,40,10,5
3241,811,East,Eve,Jan,2,Residential,Yes,Computer,102,30.6,21
3242,811,East,Eve,Jan,2,Residential,Yes,AirConditioner,76,30.4,15
3243,811,East,Eve,Jan,2,Residential,Yes,Fridge,61,30.5,12
3244,811,East,Eve,Jan,2,Residential,Yes,Television,19,4.75,2
3245,812,East,Charlie,Feb,2,Residential,No,Computer,123,36.9,26
3246,812,East,Charlie,Feb,2,Residential,No,AirConditioner,46,18.4,2
3247,812,East,Charlie,Feb,2,Residential,No,Fridge,55,27.5,18
3248,812,East,Charlie,Feb,2,Residential,No,Television,47,11.75,0
3249,813,North,Bob,Feb,1,Commercial,No,Computer,37,11.1,23
3250,813,North,Bob,Feb,1,Commercial,No,AirConditioner,16,6.4,7
3251,813,North,Bob,Feb,1,Commercial,No,Fridge,10,5,11
3252,813,North,Bob,Feb,1,Commercial,No,Television,65,16.25,9
3253,814,West,Charlie,Feb,1,Commercial,Yes,Computer,197,59.1,11
3254,814,West,Charlie,Feb,1,Commercial,Yes,AirConditioner,69,27.6,21
3255,814,West,Charlie,Feb,1,Commercial,Yes,Fridge,80,40,3
3256,814,West,Charlie,Feb,1,Commercial,Yes,Television,67,16.75,7
3257,815,West,Bob,Jan,3,Corporate,Yes,Computer,164,49.2,20
3258,815,West,Bob,Jan,3,Corporate,Yes,AirConditioner,77,30.8,21
3259,815,West,Bob,Jan,3,Corporate,Yes,Fridge,12,6,9
3260,815,West,Bob,Jan,3,Corporate,Yes,Television,91,22.75,11
3261,816,North,Eve,Mar,1,Corporate,Yes,Computer,152,45.6,17
3262,816,North,Eve,Mar,1,Corporate,Yes,AirConditioner,135,54,24
3263,816,North,Eve,Mar,1,Corporate,Yes,Fridge,69,34.5,15
3264,816,North,Eve,Mar,1,Corporate,Yes,Television,18,4.5,0
3265,817,North,Bob,Mar,1,Commercial,Yes,Computer,42,12.6,12
3266,817,North,Bob,Mar,1,Commercial,Yes,AirConditioner,119,47.6,23
3267,817,North,Bob,Mar,1,Commercial,Yes,Fridge,40,20,18
3268,817,North,Bob,Mar,1,Commercial,Yes,Television,50,12.5,1
3269,818,East,Diana,Feb,3,Residential,Yes,Computer,29,8.7,14
3270,818,East,Diana,Feb,3,Residential,Yes,AirConditioner,141,56.4,1
3271,818,East,Diana,Feb,3,Residential,Yes,Fridge,31,15.5,7
3272,818,East,Diana,Feb,3,Residential,Yes,Television,30,7.5,2
3273,819,West,Alice,Feb,1,Residential,No,Computer,179,53.7,15
3274,819,West,Alice,Feb,1,Residential,No,AirConditioner,110,44,21
3275,819,West,Alice,Feb,1,Residential,No,Fridge,17,8.5,5
3276,819,West,Alice,Feb,1,Residential,No,Television,66,16.5,5
3277,820,North,Alice,Mar,1,Residential,No,Computer,149,44.7,3
3278,820,North,Alice,Mar,1,Residential,No,AirConditioner,20,8,0
3279,820,North,Alice,Mar,1,Residential,No,Fridge,89,44.5,3
3280,820,North,Alice,Mar,1,Residential,No,Television,5,1.25,3
3281,821,East,Eve,Mar,2,Commercial,Yes,Computer,110,33,11
3282,821,East,Eve,Mar,2,Commercial,Yes,AirConditioner,82,32.8,13
3283,821,East,Eve,Mar,2,Commercial,Yes,Fridge,25,12.5,6
3284,821,East,Eve,Mar,2,Commercial,Yes,Television,93,23.25,3
3285,822,West,Diana,Feb,2,Commercial,Yes,Computer,32,9.6,16
3286,822,West,Diana,Feb,2,Commercial,Yes,AirConditioner,129,51.6,24
3287,822,West,Diana,Feb,2,Commercial,Yes,Fridge,84,42,13
3288,822,West,Diana,Feb,2,Commercial,Yes,Television,97,24.25,14
3289,823,South,Charlie,Feb,3,Corporate,Yes,Computer,121,36.3,0
3290,823,South,Charlie,Feb,3,Corporate,Yes,AirConditioner,135,54,3
3291,823,South,Charlie,Feb,3,Corporate,Yes,Fridge,48,24,12
3292,823,South,Charlie,Feb,3,Corporate,Yes,Television,42,10.5,8
3293,824,East,Diana,Mar,1,Commercial,No,Computer,23,6.9,21
3294,824,East,Diana,Mar,1,Commercial,No,AirConditioner,145,58,3
3295,824,East,Diana,Mar,1,Commercial,No,Fridge,85,42.5,4
3296,824,East,Diana,Mar,1,Commercial,No,Television,84,21,5
3297,825,West,Alice,Jan,4,Corporate,Yes,Computer,100,30,17
3298,825,West,Alice,Jan,4,Corporate,Yes,AirConditioner,134,53.6,8
3299,825,West,Alice,Jan,4,Corporate,Yes,Fridge,30,15,8
3300,825,West,Alice,Jan,4,Corporate,Yes,Television,94,23.5,11
3301,826,West,Alice,Feb,2,Commercial,Yes,Computer,162,48.6,21
3302,826,West,Alice,Feb,2,Commercial,Yes,AirConditioner,116,46.4,2
3303,826,West,Alice,Feb,2,Commercial,Yes,Fridge,28,14,2
3304,826,West,Alice,Feb,2,Commercial,Yes,Television,106,26.5,1
3305,827,East,Diana,Mar,4,Corporate,Yes,Computer,86,25.8,15
3306,827,East,Diana,Mar,4,Corporate,Yes,AirConditioner,131,52.4,4
3307,827,East,Diana,Mar,4,Corporate,Yes,Fridge,12,6,9
3308,827,East,Diana,Mar,4,Corporate,Yes,Television,5,1.25,6
3309,828,South,Diana,Mar,3,Residential,Yes,Computer,94,28.2,0
3310,828,South,Diana,Mar,3,Residential,Yes,AirConditioner,25,10,0
3311,828,South,Diana,Mar,3,Residential,Yes,Fridge,49,24.5,14
3312,828,South,Diana,Mar,3,Residential,Yes,Television,50,12.5,14
3313,829,East,Alice,Mar,5,Corporate,Yes,Computer,118,35.4,26
3314,829,East,Alice,Mar,5,Corporate,Yes,AirConditioner,93,37.2,21
3315,829,East,Alice,Mar,5,Corporate,Yes,Fridge,6,3,19
3316,829,East,Alice,Mar,5,Corporate,Yes,Television,85,21.25,12
3317,830,West,Charlie,Mar,4,Commercial,Yes,Computer,40,12,9
3318,830,West,Charlie,Mar,4,Commercial,Yes,AirConditioner,51,20.4,18
3319,830,West,Charlie,Mar,4,Commercial,Yes,Fridge,57,28.5,16
3320,830,West,Charlie,Mar,4,Commercial,Yes,Television,58,14.5,2
3321,831,North,Eve,Jan,1,Residential,Yes,Computer,131,39.3,18
3322,831,North,Eve,Jan,1,Residential,Yes,AirConditioner,89,35.6,0
3323,831,North,Eve,Jan,1,Residential,Yes,Fridge,68,34,5
3324,831,North,Eve,Jan,1,Residential,Yes,Television,79,19.75,8
3325,832,North,Eve,Mar,2,Residential,Yes,Computer,116,34.8,15
3326,832,North,Eve,Mar,2,Residential,Yes,AirConditioner,132,52.8,9
3327,832,North,Eve,Mar,2,Residential,Yes,Fridge,69,34.5,2
3328,832,North,Eve,Mar,2,Residential,Yes,Television,84,21,5
3329,833,East,Diana,Feb,5,Corporate,Yes,Computer,63,18.9,13
3330,833,East,Diana,Feb,5,Corporate,Yes,AirConditioner,76,30.4,21
3331,833,East,Diana,Feb,5,Corporate,Yes,Fridge,9,4.5,17
3332,833,East,Diana,Feb,5,Corporate,Yes,Television,8,2,7
3333,834,West,Eve,Jan,2,Residential,Yes,Computer,142,42.6,24
3334,834,West,Eve,Jan,2,Residential,Yes,AirConditioner,46,18.4,11
3335,834,West,Eve,Jan,2,Residential,Yes,Fridge,57,28.5,4
3336,834,West,Eve,Jan,2,Residential,Yes,Television,113,28.25,12
3337,835,North,Alice,Mar,1,Residential,Yes,Computer,150,45,1
3338,835,North,Alice,Mar,1,Residential,Yes,AirConditioner,13,5.2,9
3339,835,North,Alice,Mar,1,Residential,Yes,Fridge,82,41,12
3340,835,North,Alice,Mar,1,Residential,Yes,Television,31,7.75,12
3341,836,West,Alice,Jan,4,Residential,No,Computer,165,49.5,23
3342,836,West,Alice,Jan,4,Residential,No,AirConditioner,29,11.6,1
3343,836,West,Alice,Jan,4,Residential,No,Fridge,33,16.5,0
3344,836,West,Alice,Jan,4,Residential,No,Television,12,3,0
3345,837,East,Diana,Feb,5,Commercial,No,Computer,52,15.6,5
3346,837,East,Diana,Feb,5,Commercial,No,AirConditioner,6,2.4,15
3347,837,East,Diana,Feb,5,Commercial,No,Fridge,76,38,16
3348,837,East,Diana,Feb,5,Commercial,No,Television,21,5.25,1
3349,838,North,Diana,Mar,1,Corporate,Yes,Computer,98,29.4,27
3350,838,North,Diana,Mar,1,Corporate,Yes,AirConditioner,23,9.2,7
3351,838,North,Diana,Mar,1,Corporate,Yes,Fridge,21,10.5,2
3352,838,North,Diana,Mar,1,Corporate,Yes,Television,94,23.5,5
3353,839,West,Diana,Feb,3,Residential,Yes,Computer,124,37.2,21
3354,839,West,Diana,Feb,3,Residential,Yes,AirConditioner,24,9.6,13
3355,839,West,Diana,Feb,3,Residential,Yes,Fridge,30,15,18
3356,839,West,Diana,Feb,3,Residential,Yes,Television,62,15.5,2
3357,840,North,Charlie,Mar,1,Residential,No,Computer,108,32.4,22
3358,840,North,Charlie,Mar,1,Residential,No,AirConditioner,74,29.6,14
3359,840,North,Charlie,Mar,1,Residential,No,Fridge,83,41.5,19
3360,840,North,Charlie,Mar,1,Residential,No,Television,91,22.75,0
3361,841,East,Eve,Mar,4,Corporate,Yes,Computer,104.59,31.38,4
3362,841,East,Eve,Mar,4,Corporate,Yes,AirConditioner,76,30.4,15
3363,841,East,Eve,Mar,4,Corporate,Yes,Fridge,30,15,11
3364,841,East,Eve,Mar,4,Corporate,Yes,Television,108,27,5
3365,842,West,Diana,Mar,2,Commercial,Yes,Computer,80,24,11
3366,842,West,Diana,Mar,2,Commercial,Yes,AirConditioner,128,51.2,10
3367,842,West,Diana,Mar,2,Commercial,Yes,Fridge,21,10.5,7
3368,842,West,Diana,Mar,2,Commercial,Yes,Television,90,22.5,4
3369,843,North,Bob,Mar,2,Corporate,Yes,Computer,175,52.5,26
3370,843,North,Bob,Mar,2,Corporate,Yes,AirConditioner,93,37.2,11
3371,843,North,Bob,Mar,2,Corporate,Yes,Fridge,89,44.5,7
3372,843,North,Bob,Mar,2,Corporate,Yes,Television,33,8.25,12
3373,844,East,Bob,Mar,5,Residential,No,Computer,76,22.8,3
3374,844,East,Bob,Mar,5,Residential,No,AirConditioner,98,39.2,1
3375,844,East,Bob,Mar,5,Residential,No,Fridge,22,11,14
3376,844,East,Bob,Mar,5,Residential,No,Television,26,6.5,8
3377,845,North,Alice,Jan,3,Residential,No,Computer,71,21.3,21
3378,845,North,Alice,Jan,3,Residential,No,AirConditioner,88,35.2,3
3379,845,North,Alice,Jan,3,Residential,No,Fridge,15,7.5,10
3380,845,North,Alice,Jan,3,Residential,No,Television,90,22.5,5
3381,846,North,Eve,Mar,4,Residential,Yes,Computer,118,35.4,23
3382,846,North,Eve,Mar,4,Residential,Yes,AirConditioner,135,54,2
3383,846,North,Eve,Mar,4,Residential,Yes,Fridge,79,39.5,19
3384,846,North,Eve,Mar,4,Residential,Yes,Television,100,25,4
3385,847,South,Diana,Mar,3,Commercial,Yes,Computer,176,52.8,3
3386,847,South,Diana,Mar,3,Commercial,Yes,AirConditioner,91,36.4,8
3387,847,South,Diana,Mar,3,Commercial,Yes,Fridge,45,22.5,0
3388,847,South,Diana,Mar,3,Commercial,Yes,Television,40,10,0
3389,848,South,Bob,Jan,2,Residential,No,Computer,46,13.8,4
3390,848,South,Bob,Jan,2,Residential,No,AirConditioner,55,22,17
3391,848,South,Bob,Jan,2,Residential,No,Fridge,13,6.5,15
3392,848,South,Bob,Jan,2,Residential,No,Television,65,16.25,14
3393,849,East,Eve,Jan,4,Residential,No,Computer,128,38.4,6
3394,849,East,Eve,Jan,4,Residential,No,AirConditioner,86,34.4,18
3395,849,East,Eve,Jan,4,Residential,No,Fridge,50,25,13
3396,849,East,Eve,Jan,4,Residential,No,Television,59,14.75,0
3397,850,South,Alice,Jan,1,Residential,No,Computer,95,28.5,5
3398,850,South,Alice,Jan,1,Residential,No,AirConditioner,12,4.8,6
3399,850,South,Alice,Jan,1,Residential,No,Fridge,17,8.5,6
3400,850,South,Alice,Jan,1,Residential,No,Television,15,3.75,10
3401,851,East,Charlie,Jan,2,Residential,Yes,Computer,135,40.5,12
3402,851,East,Charlie,Jan,2,Residential,Yes,AirConditioner,125,50,3
3403,851,East,Charlie,Jan,2,Residential,Yes,Fridge,19,9.5,5
3404,851,East,Charlie,Jan,2,Residential,Yes,Television,114,28.5,0
3405,852,South,Eve,Jan,2,Corporate,Yes,Computer,145,43.5,3
3406,852,South,Eve,Jan,2,Corporate,Yes,AirConditioner,8,3.2,5
3407,852,South,Eve,Jan,2,Corporate,Yes,Fridge,56,28,3
3408,852,South,Eve,Jan,2,Corporate,Yes,Television,1,0.25,6
3409,853,North,Eve,Jan,4,Residential,No,Computer,61,18.3,12
3410,853,North,Eve,Jan,4,Residential,No,AirConditioner,90,36,18
3411,853,North,Eve,Jan,4,Residential,No,Fridge,52,26,7
3412,853,North,Eve,Jan,4,Residential,No,Television,11,2.75,5
3413,854,East,Charlie,Mar,2,Commercial,Yes,Computer,100,30,3
3414,854,East,Charlie,Mar,2,Commercial,Yes,AirConditioner,132,52.8,0
3415,854,East,Charlie,Mar,2,Commercial,Yes,Fridge,30,15,18
3416,854,East,Charlie,Mar,2,Commercial,Yes,Television,55,13.75,13
3417,855,East,Eve,Mar,2,Corporate,Yes,Computer,42,12.6,9
3418,855,East,Eve,Mar,2,Corporate,Yes,AirConditioner,114,45.6,15
3419,855,East,Eve,Mar,2,Corporate,Yes,Fridge,85,42.5,2
3420,855,East,Eve,Mar,2,Corporate,Yes,Television,2,0.5,4
3421,856,North,Alice,Feb,3,Residential,Yes,Computer,90,27,19
3422,856,North,Alice,Feb,3,Residential,Yes,AirConditioner,103,41.2,10
3423,856,North,Alice,Feb,3,Residential,Yes,Fridge,6,3,3
3424,856,North,Alice,Feb,3,Residential,Yes,Television,65,16.25,3
3425,857,East,Alice,Mar,2,Commercial,No,Computer,51,15.3,0
3426,857,East,Alice,Mar,2,Commercial,No,AirConditioner,41,16.4,21
3427,857,East,Alice,Mar,2,Commercial,No,Fridge,24,12,12
3428,857,East,Alice,Mar,2,Commercial,No,Television,95,23.75,10
3429,858,East,Charlie,Mar,3,Corporate,No,Computer,121,36.3,20
3430,858,East,Charlie,Mar,3,Corporate,No,AirConditioner,75,30,3
3431,858,East,Charlie,Mar,3,Corporate,No,Fridge,88,44,1
3432,858,East,Charlie,Mar,3,Corporate,No,Television,44,11,13
3433,859,South,Diana,Jan,5,Corporate,Yes,Computer,135,40.5,7
3434,859,South,Diana,Jan,5,Corporate,Yes,AirConditioner,37,14.8,17
3435,859,South,Diana,Jan,5,Corporate,Yes,Fridge,41,20.5,10
3436,859,South,Diana,Jan,5,Corporate,Yes,Television,16,4,12
3437,860,East,Bob,Jan,2,Residential,No,Computer,164,49.2,6
3438,860,East,Bob,Jan,2,Residential,No,AirConditioner,35,14,22
3439,860,East,Bob,Jan,2,Residential,No,Fridge,36,18,15
3440,860,East,Bob,Jan,2,Residential,No,Television,118,29.5,12
3441,861,West,Diana,Mar,2,Residential,Yes,Computer,145,43.5,4
3442,861,West,Diana,Mar,2,Residential,Yes,AirConditioner,129,51.6,4
3443,861,West,Diana,Mar,2,Residential,Yes,Fridge,99,49.5,9
3444,861,West,Diana,Mar,2,Residential,Yes,Television,22,5.5,10
3445,862,North,Eve,Feb,2,Residential,No,Computer,160,48,2
3446,862,North,Eve,Feb,2,Residential,No,AirConditioner,16,6.4,21
3447,862,North,Eve,Feb,2,Residential,No,Fridge,46,23,14
3448,862,North,Eve,Feb,2,Residential,No,Television,106,26.5,7
3449,863,South,Bob,Jan,2,Commercial,Yes,Computer,115,34.5,14
3450,863,South,Bob,Jan,2,Commercial,Yes,AirConditioner,15,6,5
3451,863,South,Bob,Jan,2,Commercial,Yes,Fridge,44,22,9
3452,863,South,Bob,Jan,2,Commercial,Yes,Television,18,4.5,10
3453,864,South,Charlie,Mar,5,Commercial,Yes,Computer,134,40.2,26
3454,864,South,Charlie,Mar,5,Commercial,Yes,AirConditioner,92,36.8,24
3455,864,South,Charlie,Mar,5,Commercial,Yes,Fridge,42,21,1
3456,864,South,Charlie,Mar,5,Commercial,Yes,Television,47,11.75,7
3457,865,West,Charlie,Mar,5,Commercial,Yes,Computer,122,36.6,16
3458,865,West,Charlie,Mar,5,Commercial,Yes,AirConditioner,76,30.4,1
3459,865,West,Charlie,Mar,5,Commercial,Yes,Fridge,99,49.5,5
3460,865,West,Charlie,Mar,5,Commercial,Yes,Television,81,20.25,4
3461,866,North,Bob,Feb,2,Residential,Yes,Computer,73,21.9,28
3462,866,North,Bob,Feb,2,Residential,Yes,AirConditioner,36,14.4,11
3463,866,North,Bob,Feb,2,Residential,Yes,Fridge,14,7,13
3464,866,North,Bob,Feb,2,Residential,Yes,Television,30,7.5,14
3465,867,North,Alice,Feb,1,Residential,Yes,Computer,132,39.6,22
3466,867,North,Alice,Feb,1,Residential,Yes,AirConditioner,61,24.4,21
3467,867,North,Alice,Feb,1,Residential,Yes,Fridge,4,2,1
3468,867,North,Alice,Feb,1,Residential,Yes,Television,10,2.5,3
3469,868,South,Bob,Jan,2,Commercial,Yes,Computer,123,36.9,12
3470,868,South,Bob,Jan,2,Commercial,Yes,AirConditioner,90,36,8
3471,868,South,Bob,Jan,2,Commercial,Yes,Fridge,30,15,9
3472,868,South,Bob,Jan,2,Commercial,Yes,Television,99,24.75,14
3473,869,East,Eve,Feb,2,Residential,No,Computer,29,8.7,14
3474,869,East,Eve,Feb,2,Residential,No,AirConditioner,23,9.2,19
3475,869,East,Eve,Feb,2,Residential,No,Fridge,76,38,16
3476,869,East,Eve,Feb,2,Residential,No,Television,58,14.5,1
3477,870,South,Alice,Mar,1,Commercial,Yes,Computer,25,7.5,26
3478,870,South,Alice,Mar,1,Commercial,Yes,AirConditioner,120,48,11
3479,870,South,Alice,Mar,1,Commercial,Yes,Fridge,88,44,7
3480,870,South,Alice,Mar,1,Commercial,Yes,Television,62,15.5,6
3481,871,North,Charlie,Mar,3,Residential,Yes,Computer,154,46.2,18
3482,871,North,Charlie,Mar,3,Residential,Yes,AirConditioner,76,30.4,12
3483,871,North,Charlie,Mar,3,Residential,Yes,Fridge,83,41.5,15
3484,871,North,Charlie,Mar,3,Residential,Yes,Television,85,21.25,4
3485,872,West,Bob,Feb,3,Residential,Yes,Computer,28,8.4,19
3486,872,West,Bob,Feb,3,Residential,Yes,AirConditioner,37,14.8,21
3487,872,West,Bob,Feb,3,Residential,Yes,Fridge,92,46,13
3488,872,West,Bob,Feb,3,Residential,Yes,Television,80,20,2
3489,873,South,Diana,Feb,4,Residential,Yes,Computer,129,38.7,13
3490,873,South,Diana,Feb,4,Residential,Yes,AirConditioner,14,5.6,22
3491,873,South,Diana,Feb,4,Residential,Yes,Fridge,69,34.5,9
3492,873,South,Diana,Feb,4,Residential,Yes,Television,6,1.5,8
3493,874,North,Diana,Feb,4,Residential,Yes,Computer,145,43.5,20
3494,874,North,Diana,Feb,4,Residential,Yes,AirConditioner,84,33.6,16
3495,874,North,Diana,Feb,4,Residential,Yes,Fridge,73,36.5,12
3496,874,North,Diana,Feb,4,Residential,Yes,Television,67,16.75,8
3497,875,South,Eve,Feb,1,Residential,No,Computer,175,52.5,12
3498,875,South,Eve,Feb,1,Residential,No,AirConditioner,68,27.2,4
3499,875,South,Eve,Feb,1,Residential,No,Fridge,74,37,0
3500,875,South,Eve,Feb,1,Residential,No,Television,41,10.25,10
3501,876,East,Diana,Jan,2,Residential,Yes,Computer,47,14.1,11
3502,876,East,Diana,Jan,2,Residential,Yes,AirConditioner,72,28.8,19
3503,876,East,Diana,Jan,2,Residential,Yes,Fridge,86,43,9
3504,876,East,Diana,Jan,2,Residential,Yes,Television,43,10.75,14
3505,877,South,Bob,Feb,1,Residential,No,Computer,190,57,23
3506,877,South,Bob,Feb,1,Residential,No,AirConditioner,96,38.4,12
3507,877,South,Bob,Feb,1,Residential,No,Fridge,78,39,11
3508,877,South,Bob,Feb,1,Residential,No,Television,85,21.25,10
3509,878,South,Bob,Jan,3,Residential,No,Computer,102,30.6,28
3510,878,South,Bob,Jan,3,Residential,No,AirConditioner,129,51.6,12
3511,878,South,Bob,Jan,3,Residential,No,Fridge,83,41.5,16
3512,878,South,Bob,Jan,3,Residential,No,Television,77,19.25,9
3513,879,North,Diana,Mar,3,Residential,Yes,Computer,114,34.2,22
3514,879,North,Diana,Mar,3,Residential,Yes,AirConditioner,84,33.6,9
3515,879,North,Diana,Mar,3,Residential,Yes,Fridge,94,47,13
3516,879,North,Diana,Mar,3,Residential,Yes,Television,18,4.5,13
3517,880,North,Bob,Feb,5,Commercial,Yes,Computer,109,32.7,8
3518,880,North,Bob,Feb,5,Commercial,Yes,AirConditioner,63,25.2,14
3519,880,North,Bob,Feb,5,Commercial,Yes,Fridge,12,6,4
3520,880,North,Bob,Feb,5,Commercial,Yes,Television,58,14.5,10
3521,881,North,Eve,Jan,1,Residential,No,Computer,104.59,31.38,26
3522,881,North,Eve,Jan,1,Residential,No,AirConditioner,101,40.4,14
3523,881,North,Eve,Jan,1,Residential,No,Fridge,88,44,18
3524,881,North,Eve,Jan,1,Residential,No,Television,118,29.5,7
3525,882,South,Alice,Feb,3,Commercial,Yes,Computer,168,50.4,2
3526,882,South,Alice,Feb,3,Commercial,Yes,AirConditioner,23,9.2,17
3527,882,South,Alice,Feb,3,Commercial,Yes,Fridge,59,29.5,4
3528,882,South,Alice,Feb,3,Commercial,Yes,Television,60,15,0
3529,883,East,Eve,Mar,4,Commercial,Yes,Computer,53,15.9,29
3530,883,East,Eve,Mar,4,Commercial,Yes,AirConditioner,26,10.4,17
3531,883,East,Eve,Mar,4,Commercial,Yes,Fridge,99,49.5,14
3532,883,East,Eve,Mar,4,Commercial,Yes,Television,88,22,11
3533,884,West,Eve,Mar,2,Commercial,No,Computer,197,59.1,10
3534,884,West,Eve,Mar,2,Commercial,No,AirConditioner,13,5.2,1
3535,884,West,Eve,Mar,2,Commercial,No,Fridge,88,44,12
3536,884,West,Eve,Mar,2,Commercial,No,Television,27,6.75,2
3537,885,West,Bob,Mar,4,Corporate,Yes,Computer,85,25.5,9
3538,885,West,Bob,Mar,4,Corporate,Yes,AirConditioner,13,5.2,22
3539,885,West,Bob,Mar,4,Corporate,Yes,Fridge,39,19.5,16
3540,885,West,Bob,Mar,4,Corporate,Yes,Television,118,29.5,1
3541,886,North,Alice,Feb,2,Residential,Yes,Computer,154,46.2,0
3542,886,North,Alice,Feb,2,Residential,Yes,AirConditioner,31,12.4,10
3543,886,North,Alice,Feb,2,Residential,Yes,Fridge,79,39.5,0
3544,886,North,Alice,Feb,2,Residential,Yes,Television,68,17,3
3545,887,North,Bob,Feb,2,Commercial,No,Computer,88,26.4,16
3546,887,North,Bob,Feb,2,Commercial,No,AirConditioner,21,8.4,12
3547,887,North,Bob,Feb,2,Commercial,No,Fridge,93,46.5,13
3548,887,North,Bob,Feb,2,Commercial,No,Television,22,5.5,1
3549,888,South,Charlie,Jan,1,Corporate,Yes,Computer,82,24.6,27
3550,888,South,Charlie,Jan,1,Corporate,Yes,AirConditioner,49,19.6,10
3551,888,South,Charlie,Jan,1,Corporate,Yes,Fridge,66,33,3
3552,888,South,Charlie,Jan,1,Corporate,Yes,Television,24,6,11
3553,889,West,Bob,Mar,2,Corporate,Yes,Computer,176,52.8,25
3554,889,West,Bob,Mar,2,Corporate,Yes,AirConditioner,12,4.8,3
3555,889,West,Bob,Mar,2,Corporate,Yes,Fridge,81,40.5,8
3556,889,West,Bob,Mar,2,Corporate,Yes,Television,40,10,10
3557,890,North,Bob,Feb,2,Residential,No,Computer,179,53.7,12
3558,890,North,Bob,Feb,2,Residential,No,AirConditioner,129,51.6,14
3559,890,North,Bob,Feb,2,Residential,No,Fridge,88,44,16
3560,890,North,Bob,Feb,2,Residential,No,Television,109,27.25,7
3561,891,East,Bob,Mar,2,Residential,No,Computer,185,55.5,13
3562,891,East,Bob,Mar,2,Residential,No,AirConditioner,127,50.8,21
3563,891,East,Bob,Mar,2,Residential,No,Fridge,96,48,2
3564,891,East,Bob,Mar,2,Residential,No,Television,74,18.5,0
3565,892,East,Alice,Mar,2,Residential,Yes,Computer,149,44.7,0
3566,892,East,Alice,Mar,2,Residential,Yes,AirConditioner,37,14.8,22
3567,892,East,Alice,Mar,2,Residential,Yes,Fridge,42,21,12
3568,892,East,Alice,Mar,2,Residential,Yes,Television,66,16.5,3
3569,893,North,Bob,Jan,2,Commercial,Yes,Computer,105,31.5,1
3570,893,North,Bob,Jan,2,Commercial,Yes,AirConditioner,5,2,24
3571,893,North,Bob,Jan,2,Commercial,Yes,Fridge,62,31,11
3572,893,North,Bob,Jan,2,Commercial,Yes,Television,40,10,4
3573,894,North,Alice,Jan,2,Commercial,No,Computer,98,29.4,1
3574,894,North,Alice,Jan,2,Commercial,No,AirConditioner,10,4,10
3575,894,North,Alice,Jan,2,Commercial,No,Fridge,50,25,15
3576,894,North,Alice,Jan,2,Commercial,No,Television,6,1.5,13
3577,895,West,Diana,Jan,2,Residential,No,Computer,112,33.6,6
3578,895,West,Diana,Jan,2,Residential,No,AirConditioner,45,18,17
3579,895,West,Diana,Jan,2,Residential,No,Fridge,21,10.5,3
3580,895,West,Diana,Jan,2,Residential,No,Television,112,28,9
3581,896,West,Charlie,Jan,1,Commercial,Yes,Computer,155,46.5,8
3582,896,West,Charlie,Jan,1,Commercial,Yes,AirConditioner,9,3.6,15
3583,896,West,Charlie,Jan,1,Commercial,Yes,Fridge,74,37,17
3584,896,West,Charlie,Jan,1,Commercial,Yes,Television,18,4.5,3
3585,897,South,Alice,Mar,2,Commercial,Yes,Computer,15,4.5,23
3586,897,South,Alice,Mar,2,Commercial,Yes,AirConditioner,84,33.6,9
3587,897,South,Alice,Mar,2,Commercial,Yes,Fridge,35,17.5,2
3588,897,South,Alice,Mar,2,Commercial,Yes,Television,81,20.25,7
3589,898,West,Diana,Jan,3,Residential,Yes,Computer,131,39.3,3
3590,898,West,Diana,Jan,3,Residential,Yes,AirConditioner,22,8.8,11
3591,898,West,Diana,Jan,3,Residential,Yes,Fridge,46,23,16
3592,898,West,Diana,Jan,3,Residential,Yes,Television,102,25.5,1
3593,899,East,Alice,Jan,2,Corporate,No,Computer,180,54,1
3594,899,East,Alice,Jan,2,Corporate,No,AirConditioner,86,34.4,12
3595,899,East,Alice,Jan,2,Corporate,No,Fridge,94,47,0
3596,899,East,Alice,Jan,2,Corporate,No,Television,109,27.25,8
3597,900,East,Alice,Jan,4,Commercial,No,Computer,125,37.5,18
3598,900,East,Alice,Jan,4,Commercial,No,AirConditioner,69,27.6,8
3599,900,East,Alice,Jan,4,Commercial,No,Fridge,39,19.5,18
3600,900,East,Alice,Jan,4,Commercial,No,Television,87,21.75,1
3601,901,North,Charlie,Jan,2,Residential,No,Computer,172,51.6,25
3602,901,North,Charlie,Jan,2,Residential,No,AirConditioner,76,30.4,20
3603,901,North,Charlie,Jan,2,Residential,No,Fridge,91,45.5,3
3604,901,North,Charlie,Jan,2,Residential,No,Television,110,27.5,1
3605,902,West,Eve,Mar,5,Commercial,No,Computer,191,57.3,4
