ID,Index,Region,SalesRep,Month,CustomerRating,Total_Profit_original,CustomerSegment,SalesTargetAchieved,Product,Profit,Sales,Discount%
3306,827,East,Diana,Mar,4,139.45,Corporate,Yes,AirConditioner,52.4,131,4
3307,827,East,Diana,Mar,4,139.45,Corporate,Yes,Fridge,6,12,9
3308,827,East,Diana,Mar,4,139.45,Corporate,Yes,Television,1.25,5,6
3309,828,South,Diana,Mar,3,94.2,Residential,Yes,Computer,28.2,94,0
3310,828,South,Diana,Mar,3,94.2,Residential,Yes,AirConditioner,10,25,0
3311,828,South,Diana,Mar,3,94.2,Residential,Yes,Fridge,24.5,49,14
3312,828,South,Diana,Mar,3,94.2,Residential,Yes,Television,12.5,50,14
3313,829,East,Alice,Mar,5,169.85,Corporate,Yes,Computer,35.4,118,26
3314,829,East,Alice,Mar,5,169.85,Corporate,Yes,AirConditioner,37.2,93,21
3315,829,East,Alice,Mar,5,169.85,Corporate,Yes,Fridge,3,6,19
3316,829,East,Alice,Mar,5,169.85,Corporate,Yes,Television,21.25,85,12
3317,830,West,Charlie,Mar,4,143.4,Commercial,Yes,Computer,12,40,9
3318,830,West,Charlie,Mar,4,143.4,Commercial,Yes,AirConditioner,20.4,51,18
3319,830,West,Charlie,Mar,4,143.4,Commercial,Yes,Fridge,28.5,57,16
3320,830,West,Charlie,Mar,4,143.4,Commercial,Yes,Television,14.5,58,2
3321,831,North,Eve,Jan,1,52.65,Residential,Yes,Computer,39.3,131,18
3322,831,North,Eve,Jan,1,52.65,Residential,Yes,AirConditioner,35.6,89,0
3323,831,North,Eve,Jan,1,52.65,Residential,Yes,Fridge,34,68,5
3324,831,North,Eve,Jan,1,52.65,Residential,Yes,Television,19.75,79,8
3325,832,North,Eve,Mar,2,128.1,Residential,Yes,Computer,34.8,116,15
3326,832,North,Eve,Mar,2,128.1,Residential,Yes,AirConditioner,52.8,132,9
3327,832,North,Eve,Mar,2,128.1,Residential,Yes,Fridge,34.5,69,2
3328,832,North,Eve,Mar,2,128.1,Residential,Yes,Television,21,84,5
3329,833,East,Diana,Feb,5,100.8,Corporate,Yes,Computer,18.9,63,13
3330,833,East,Diana,Feb,5,100.8,Corporate,Yes,AirConditioner,30.4,76,21
3331,833,East,Diana,Feb,5,100.8,Corporate,Yes,Fridge,4.5,9,17
3332,833,East,Diana,Feb,5,100.8,Corporate,Yes,Television,2,8,7
3333,834,West,Eve,Jan,2,28.75,Residential,Yes,Computer,42.6,142,24
3334,834,West,Eve,Jan,2,28.75,Residential,Yes,AirConditioner,18.4,46,11
3335,834,West,Eve,Jan,2,28.75,Residential,Yes,Fridge,28.5,57,4
3336,834,West,Eve,Jan,2,28.75,Residential,Yes,Television,28.25,113,12
3337,835,North,Alice,Mar,1,84.95,Residential,Yes,Computer,45,150,1
3338,835,North,Alice,Mar,1,84.95,Residential,Yes,AirConditioner,5.2,13,9
3339,835,North,Alice,Mar,1,84.95,Residential,Yes,Fridge,41,82,12
3340,835,North,Alice,Mar,1,84.95,Residential,Yes,Television,7.75,31,12
3341,836,West,Alice,Jan,4,158.6,Residential,No,Computer,49.5,165,23
3342,836,West,Alice,Jan,4,158.6,Residential,No,AirConditioner,11.6,29,1
3343,836,West,Alice,Jan,4,158.6,Residential,No,Fridge,16.5,33,0
3344,836,West,Alice,Jan,4,158.6,Residential,No,Television,3,12,0
3345,837,East,Diana,Feb,5,69.25,Commercial,No,Computer,15.6,52,5
3346,837,East,Diana,Feb,5,69.25,Commercial,No,AirConditioner,2.4,6,15
3347,837,East,Diana,Feb,5,69.25,Commercial,No,Fridge,38,76,16
3348,837,East,Diana,Feb,5,69.25,Commercial,No,Television,5.25,21,1
3349,838,North,Diana,Mar,1,138.6,Corporate,Yes,Computer,29.4,98,27
3350,838,North,Diana,Mar,1,138.6,Corporate,Yes,AirConditioner,9.2,23,7
3351,838,North,Diana,Mar,1,138.6,Corporate,Yes,Fridge,10.5,21,2
3352,838,North,Diana,Mar,1,138.6,Corporate,Yes,Television,23.5,94,5
3353,839,West,Diana,Feb,3,65.3,Residential,Yes,Computer,37.2,124,21
3354,839,West,Diana,Feb,3,65.3,Residential,Yes,AirConditioner,9.6,24,13
3355,839,West,Diana,Feb,3,65.3,Residential,Yes,Fridge,15,30,18
3356,839,West,Diana,Feb,3,65.3,Residential,Yes,Television,15.5,62,2
3357,840,North,Charlie,Mar,1,35.25,Residential,No,Computer,32.4,108,22
3358,840,North,Charlie,Mar,1,35.25,Residential,No,AirConditioner,29.6,74,14
3359,840,North,Charlie,Mar,1,35.25,Residential,No,Fridge,41.5,83,19
3360,840,North,Charlie,Mar,1,35.25,Residential,No,Television,22.75,91,0
3361,841,East,Eve,Mar,4,100.95,Corporate,Yes,Computer,31.38,104.59,4
3362,841,East,Eve,Mar,4,100.95,Corporate,Yes,AirConditioner,30.4,76,15
3363,841,East,Eve,Mar,4,100.95,Corporate,Yes,Fridge,15,30,11
3364,841,East,Eve,Mar,4,100.95,Corporate,Yes,Television,27,108,5
3365,842,West,Diana,Mar,2,84.2,Commercial,Yes,Computer,24,80,11
3366,842,West,Diana,Mar,2,84.2,Commercial,Yes,AirConditioner,51.2,128,10
3367,842,West,Diana,Mar,2,84.2,Commercial,Yes,Fridge,10.5,21,7
3368,842,West,Diana,Mar,2,84.2,Commercial,Yes,Television,22.5,90,4
3369,843,North,Bob,Mar,2,95.45,Corporate,Yes,Computer,52.5,175,26
3370,843,North,Bob,Mar,2,95.45,Corporate,Yes,AirConditioner,37.2,93,11
3371,843,North,Bob,Mar,2,95.45,Corporate,Yes,Fridge,44.5,89,7
3372,843,North,Bob,Mar,2,95.45,Corporate,Yes,Television,8.25,33,12
3373,844,East,Bob,Mar,5,135.5,Residential,No,Computer,22.8,76,3
3374,844,East,Bob,Mar,5,135.5,Residential,No,AirConditioner,39.2,98,1
3375,844,East,Bob,Mar,5,135.5,Residential,No,Fridge,11,22,14
3376,844,East,Bob,Mar,5,135.5,Residential,No,Television,6.5,26,8
3377,845,North,Alice,Jan,3,87.5,Residential,No,Computer,21.3,71,21
3378,845,North,Alice,Jan,3,87.5,Residential,No,AirConditioner,35.2,88,3
3379,845,North,Alice,Jan,3,87.5,Residential,No,Fridge,7.5,15,10
3380,845,North,Alice,Jan,3,87.5,Residential,No,Television,22.5,90,5
3381,846,North,Eve,Mar,4,221.9,Residential,Yes,Computer,35.4,118,23
3382,846,North,Eve,Mar,4,221.9,Residential,Yes,AirConditioner,54,135,2
3383,846,North,Eve,Mar,4,221.9,Residential,Yes,Fridge,39.5,79,19
3384,846,North,Eve,Mar,4,221.9,Residential,Yes,Television,25,100,4
3385,847,South,Diana,Mar,3,157.7,Commercial,Yes,Computer,52.8,176,3
3386,847,South,Diana,Mar,3,157.7,Commercial,Yes,AirConditioner,36.4,91,8
3387,847,South,Diana,Mar,3,157.7,Commercial,Yes,Fridge,22.5,45,0
3388,847,South,Diana,Mar,3,157.7,Commercial,Yes,Television,10,40,0
3389,848,South,Bob,Jan,2,148.55,Residential,No,Computer,13.8,46,4
3390,848,South,Bob,Jan,2,148.55,Residential,No,AirConditioner,22,55,17
3391,848,South,Bob,Jan,2,148.55,Residential,No,Fridge,6.5,13,15
3392,848,South,Bob,Jan,2,148.55,Residential,No,Television,16.25,65,14
3393,849,East,Eve,Jan,4,176.55,Residential,No,Computer,38.4,128,6
3394,849,East,Eve,Jan,4,176.55,Residential,No,AirConditioner,34.4,86,18
3395,849,East,Eve,Jan,4,176.55,Residential,No,Fridge,25,50,13
3396,849,East,Eve,Jan,4,176.55,Residential,No,Television,14.75,59,0
3397,850,South,Alice,Jan,1,86.55,Residential,No,Computer,28.5,95,5
3398,850,South,Alice,Jan,1,86.55,Residential,No,AirConditioner,4.8,12,6
3399,850,South,Alice,Jan,1,86.55,Residential,No,Fridge,8.5,17,6
3400,850,South,Alice,Jan,1,86.55,Residential,No,Television,3.75,15,10
3401,851,East,Charlie,Jan,2,128.5,Residential,Yes,Computer,40.5,135,12
3402,851,East,Charlie,Jan,2,128.5,Residential,Yes,AirConditioner,50,125,3
3403,851,East,Charlie,Jan,2,128.5,Residential,Yes,Fridge,9.5,19,5
3404,851,East,Charlie,Jan,2,128.5,Residential,Yes,Television,28.5,114,0
3405,852,South,Eve,Jan,2,46.95,Corporate,Yes,Computer,43.5,145,3
3406,852,South,Eve,Jan,2,46.95,Corporate,Yes,AirConditioner,3.2,8,5
3407,852,South,Eve,Jan,2,46.95,Corporate,Yes,Fridge,28,56,3
3408,852,South,Eve,Jan,2,46.95,Corporate,Yes,Television,0.25,1,6
3409,853,North,Eve,Jan,4,54.05,Residential,No,Computer,18.3,61,12
3410,853,North,Eve,Jan,4,54.05,Residential,No,AirConditioner,36,90,18
3411,853,North,Eve,Jan,4,54.05,Residential,No,Fridge,26,52,7
3412,853,North,Eve,Jan,4,54.05,Residential,No,Television,2.75,11,5
3413,854,East,Charlie,Mar,2,177.55,Commercial,Yes,Computer,30,100,3
3414,854,East,Charlie,Mar,2,177.55,Commercial,Yes,AirConditioner,52.8,132,0
3415,854,East,Charlie,Mar,2,177.55,Commercial,Yes,Fridge,15,30,18
3416,854,East,Charlie,Mar,2,177.55,Commercial,Yes,Television,13.75,55,13
3417,855,East,Eve,Mar,2,168.2,Corporate,Yes,Computer,12.6,42,9
3418,855,East,Eve,Mar,2,168.2,Corporate,Yes,AirConditioner,45.6,114,15
3419,855,East,Eve,Mar,2,168.2,Corporate,Yes,Fridge,42.5,85,2
3420,855,East,Eve,Mar,2,168.2,Corporate,Yes,Television,0.5,2,4
3421,856,North,Alice,Feb,3,40.45,Residential,Yes,Computer,27,90,19
3422,856,North,Alice,Feb,3,40.45,Residential,Yes,AirConditioner,41.2,103,10
3423,856,North,Alice,Feb,3,40.45,Residential,Yes,Fridge,3,6,3
3424,856,North,Alice,Feb,3,40.45,Residential,Yes,Television,16.25,65,3
3425,857,East,Alice,Mar,2,-30.55,Commercial,No,Computer,15.3,51,0
3426,857,East,Alice,Mar,2,-30.55,Commercial,No,AirConditioner,16.4,41,21
3427,857,East,Alice,Mar,2,-30.55,Commercial,No,Fridge,12,24,12
3428,857,East,Alice,Mar,2,-30.55,Commercial,No,Television,23.75,95,10
3429,858,East,Charlie,Mar,3,203.3,Corporate,No,Computer,36.3,121,20
3430,858,East,Charlie,Mar,3,203.3,Corporate,No,AirConditioner,30,75,3
3431,858,East,Charlie,Mar,3,203.3,Corporate,No,Fridge,44,88,1
3432,858,East,Charlie,Mar,3,203.3,Corporate,No,Television,11,44,13
3433,859,South,Diana,Jan,5,89.8,Corporate,Yes,Computer,40.5,135,7
3434,859,South,Diana,Jan,5,89.8,Corporate,Yes,AirConditioner,14.8,37,17
3435,859,South,Diana,Jan,5,89.8,Corporate,Yes,Fridge,20.5,41,10
3436,859,South,Diana,Jan,5,89.8,Corporate,Yes,Television,4,16,12
3437,860,East,Bob,Jan,2,170.7,Residential,No,Computer,49.2,164,6
3438,860,East,Bob,Jan,2,170.7,Residential,No,AirConditioner,14,35,22
3439,860,East,Bob,Jan,2,170.7,Residential,No,Fridge,18,36,15
3440,860,East,Bob,Jan,2,170.7,Residential,No,Television,29.5,118,12
3441,861,West,Diana,Mar,2,145.1,Residential,Yes,Computer,43.5,145,4
3442,861,West,Diana,Mar,2,145.1,Residential,Yes,AirConditioner,51.6,129,4
3443,861,West,Diana,Mar,2,145.1,Residential,Yes,Fridge,49.5,99,9
3444,861,West,Diana,Mar,2,145.1,Residential,Yes,Television,5.5,22,10
3445,862,North,Eve,Feb,2,73.9,Residential,No,Computer,48,160,2
3446,862,North,Eve,Feb,2,73.9,Residential,No,AirConditioner,6.4,16,21
3447,862,North,Eve,Feb,2,73.9,Residential,No,Fridge,23,46,14
3448,862,North,Eve,Feb,2,73.9,Residential,No,Television,26.5,106,7
3449,863,South,Bob,Jan,2,-15,Commercial,Yes,Computer,34.5,115,14
3450,863,South,Bob,Jan,2,-15,Commercial,Yes,AirConditioner,6,15,5
3451,863,South,Bob,Jan,2,-15,Commercial,Yes,Fridge,22,44,9
3452,863,South,Bob,Jan,2,-15,Commercial,Yes,Television,4.5,18,10
3453,864,South,Charlie,Mar,5,42.75,Commercial,Yes,Computer,40.2,134,26
3454,864,South,Charlie,Mar,5,42.75,Commercial,Yes,AirConditioner,36.8,92,24
3455,864,South,Charlie,Mar,5,42.75,Commercial,Yes,Fridge,21,42,1
3456,864,South,Charlie,Mar,5,42.75,Commercial,Yes,Television,11.75,47,7
3457,865,West,Charlie,Mar,5,85.75,Commercial,Yes,Computer,36.6,122,16
3458,865,West,Charlie,Mar,5,85.75,Commercial,Yes,AirConditioner,30.4,76,1
3459,865,West,Charlie,Mar,5,85.75,Commercial,Yes,Fridge,49.5,99,5
3460,865,West,Charlie,Mar,5,85.75,Commercial,Yes,Television,20.25,81,4
3461,866,North,Bob,Feb,2,124.8,Residential,Yes,Computer,21.9,73,28
3462,866,North,Bob,Feb,2,124.8,Residential,Yes,AirConditioner,14.4,36,11
3463,866,North,Bob,Feb,2,124.8,Residential,Yes,Fridge,7,14,13
3464,866,North,Bob,Feb,2,124.8,Residential,Yes,Television,7.5,30,14
3465,867,North,Alice,Feb,1,13.5,Residential,Yes,Computer,39.6,132,22
3466,867,North,Alice,Feb,1,13.5,Residential,Yes,AirConditioner,24.4,61,21
3467,867,North,Alice,Feb,1,13.5,Residential,Yes,Fridge,2,4,1
3468,867,North,Alice,Feb,1,13.5,Residential,Yes,Television,2.5,10,3
3469,868,South,Bob,Jan,2,195.65,Commercial,Yes,Computer,36.9,123,12
3470,868,South,Bob,Jan,2,195.65,Commercial,Yes,AirConditioner,36,90,8
3471,868,South,Bob,Jan,2,195.65,Commercial,Yes,Fridge,15,30,9
3472,868,South,Bob,Jan,2,195.65,Commercial,Yes,Television,24.75,99,14
3473,869,East,Eve,Feb,2,154.4,Residential,No,Computer,8.7,29,14
3474,869,East,Eve,Feb,2,154.4,Residential,No,AirConditioner,9.2,23,19
3475,869,East,Eve,Feb,2,154.4,Residential,No,Fridge,38,76,16
3476,869,East,Eve,Feb,2,154.4,Residential,No,Television,14.5,58,1
3477,870,South,Alice,Mar,1,97,Commercial,Yes,Computer,7.5,25,26
3478,870,South,Alice,Mar,1,97,Commercial,Yes,AirConditioner,48,120,11
3479,870,South,Alice,Mar,1,97,Commercial,Yes,Fridge,44,88,7
3480,870,South,Alice,Mar,1,97,Commercial,Yes,Television,15.5,62,6
3481,871,North,Charlie,Mar,3,100.95,Residential,Yes,Computer,46.2,154,18
3482,871,North,Charlie,Mar,3,100.95,Residential,Yes,AirConditioner,30.4,76,12
3483,871,North,Charlie,Mar,3,100.95,Residential,Yes,Fridge,41.5,83,15
3484,871,North,Charlie,Mar,3,100.95,Residential,Yes,Television,21.25,85,4
3485,872,West,Bob,Feb,3,42.2,Residential,Yes,Computer,8.4,28,19
3486,872,West,Bob,Feb,3,42.2,Residential,Yes,AirConditioner,14.8,37,21
3487,872,West,Bob,Feb,3,42.2,Residential,Yes,Fridge,46,92,13
3488,872,West,Bob,Feb,3,42.2,Residential,Yes,Television,20,80,2
3489,873,South,Diana,Feb,4,69.3,Residential,Yes,Computer,38.7,129,13
3490,873,South,Diana,Feb,4,69.3,Residential,Yes,AirConditioner,5.6,14,22
3491,873,South,Diana,Feb,4,69.3,Residential,Yes,Fridge,34.5,69,9
3492,873,South,Diana,Feb,4,69.3,Residential,Yes,Television,1.5,6,8
3493,874,North,Diana,Feb,4,110.35,Residential,Yes,Computer,43.5,145,20
3494,874,North,Diana,Feb,4,110.35,Residential,Yes,AirConditioner,33.6,84,16
3495,874,North,Diana,Feb,4,110.35,Residential,Yes,Fridge,36.5,73,12
3496,874,North,Diana,Feb,4,110.35,Residential,Yes,Television,16.75,67,8
3497,875,South,Eve,Feb,1,143.95,Residential,No,Computer,52.5,175,12
3498,875,South,Eve,Feb,1,143.95,Residential,No,AirConditioner,27.2,68,4
3499,875,South,Eve,Feb,1,143.95,Residential,No,Fridge,37,74,0
3500,875,South,Eve,Feb,1,143.95,Residential,No,Television,10.25,41,10
3501,876,East,Diana,Jan,2,151.65,Residential,Yes,Computer,14.1,47,11
3502,876,East,Diana,Jan,2,151.65,Residential,Yes,AirConditioner,28.8,72,19
3503,876,East,Diana,Jan,2,151.65,Residential,Yes,Fridge,43,86,9
3504,876,East,Diana,Jan,2,151.65,Residential,Yes,Television,10.75,43,14
3505,877,South,Bob,Feb,1,73.65,Residential,No,Computer,57,190,23
3506,877,South,Bob,Feb,1,73.65,Residential,No,AirConditioner,38.4,96,12
3507,877,South,Bob,Feb,1,73.65,Residential,No,Fridge,39,78,11
3508,877,South,Bob,Feb,1,73.65,Residential,No,Television,21.25,85,10
3509,878,South,Bob,Jan,3,68.95,Residential,No,Computer,30.6,102,28
3510,878,South,Bob,Jan,3,68.95,Residential,No,AirConditioner,51.6,129,12
3511,878,South,Bob,Jan,3,68.95,Residential,No,Fridge,41.5,83,16
3512,878,South,Bob,Jan,3,68.95,Residential,No,Television,19.25,77,9
3513,879,North,Diana,Mar,3,194.3,Residential,Yes,Computer,34.2,114,22
3514,879,North,Diana,Mar,3,194.3,Residential,Yes,AirConditioner,33.6,84,9
3515,879,North,Diana,Mar,3,194.3,Residential,Yes,Fridge,47,94,13
3516,879,North,Diana,Mar,3,194.3,Residential,Yes,Television,4.5,18,13
3517,880,North,Bob,Feb,5,124.4,Commercial,Yes,Computer,32.7,109,8
3518,880,North,Bob,Feb,5,124.4,Commercial,Yes,AirConditioner,25.2,63,14
3519,880,North,Bob,Feb,5,124.4,Commercial,Yes,Fridge,6,12,4
3520,880,North,Bob,Feb,5,124.4,Commercial,Yes,Television,14.5,58,10
3521,881,North,Eve,Jan,1,100.95,Residential,No,Computer,31.38,104.59,26
3522,881,North,Eve,Jan,1,100.95,Residential,No,AirConditioner,40.4,101,14
3523,881,North,Eve,Jan,1,100.95,Residential,No,Fridge,44,88,18
3524,881,North,Eve,Jan,1,100.95,Residential,No,Television,29.5,118,7
3525,882,South,Alice,Feb,3,10.1,Commercial,Yes,Computer,50.4,168,2
3526,882,South,Alice,Feb,3,10.1,Commercial,Yes,AirConditioner,9.2,23,17
3527,882,South,Alice,Feb,3,10.1,Commercial,Yes,Fridge,29.5,59,4
3528,882,South,Alice,Feb,3,10.1,Commercial,Yes,Television,15,60,0
3529,883,East,Eve,Mar,4,153.8,Commercial,Yes,Computer,15.9,53,29
3530,883,East,Eve,Mar,4,153.8,Commercial,Yes,AirConditioner,10.4,26,17
3531,883,East,Eve,Mar,4,153.8,Commercial,Yes,Fridge,49.5,99,14
3532,883,East,Eve,Mar,4,153.8,Commercial,Yes,Television,22,88,11
3533,884,West,Eve,Mar,2,185.05,Commercial,No,Computer,59.1,197,10
3534,884,West,Eve,Mar,2,185.05,Commercial,No,AirConditioner,5.2,13,1
3535,884,West,Eve,Mar,2,185.05,Commercial,No,Fridge,44,88,12
3536,884,West,Eve,Mar,2,185.05,Commercial,No,Television,6.75,27,2
3537,885,West,Bob,Mar,4,47.7,Corporate,Yes,Computer,25.5,85,9
3538,885,West,Bob,Mar,4,47.7,Corporate,Yes,AirConditioner,5.2,13,22
3539,885,West,Bob,Mar,4,47.7,Corporate,Yes,Fridge,19.5,39,16
3540,885,West,Bob,Mar,4,47.7,Corporate,Yes,Television,29.5,118,1
3541,886,North,Alice,Feb,2,108.1,Residential,Yes,Computer,46.2,154,0
3542,886,North,Alice,Feb,2,108.1,Residential,Yes,AirConditioner,12.4,31,10
3543,886,North,Alice,Feb,2,108.1,Residential,Yes,Fridge,39.5,79,0
3544,886,North,Alice,Feb,2,108.1,Residential,Yes,Television,17,68,3
3545,887,North,Bob,Feb,2,98.8,Commercial,No,Computer,26.4,88,16
3546,887,North,Bob,Feb,2,98.8,Commercial,No,AirConditioner,8.4,21,12
3547,887,North,Bob,Feb,2,98.8,Commercial,No,Fridge,46.5,93,13
3548,887,North,Bob,Feb,2,98.8,Commercial,No,Television,5.5,22,1
3549,888,South,Charlie,Jan,1,89.2,Corporate,Yes,Computer,24.6,82,27
3550,888,South,Charlie,Jan,1,89.2,Corporate,Yes,AirConditioner,19.6,49,10
3551,888,South,Charlie,Jan,1,89.2,Corporate,Yes,Fridge,33,66,3
3552,888,South,Charlie,Jan,1,89.2,Corporate,Yes,Television,6,24,11
3553,889,West,Bob,Mar,2,127.1,Corporate,Yes,Computer,52.8,176,25
3554,889,West,Bob,Mar,2,127.1,Corporate,Yes,AirConditioner,4.8,12,3
3555,889,West,Bob,Mar,2,127.1,Corporate,Yes,Fridge,40.5,81,8
3556,889,West,Bob,Mar,2,127.1,Corporate,Yes,Television,10,40,10
3557,890,North,Bob,Feb,2,261.55,Residential,No,Computer,53.7,179,12
3558,890,North,Bob,Feb,2,261.55,Residential,No,AirConditioner,51.6,129,14
3559,890,North,Bob,Feb,2,261.55,Residential,No,Fridge,44,88,16
3560,890,North,Bob,Feb,2,261.55,Residential,No,Television,27.25,109,7
3561,891,East,Bob,Mar,2,207.8,Residential,No,Computer,55.5,185,13
3562,891,East,Bob,Mar,2,207.8,Residential,No,AirConditioner,50.8,127,21
3563,891,East,Bob,Mar,2,207.8,Residential,No,Fridge,48,96,2
3564,891,East,Bob,Mar,2,207.8,Residential,No,Television,18.5,74,0
3565,892,East,Alice,Mar,2,166,Residential,Yes,Computer,44.7,149,0
3566,892,East,Alice,Mar,2,166,Residential,Yes,AirConditioner,14.8,37,22
3567,892,East,Alice,Mar,2,166,Residential,Yes,Fridge,21,42,12
3568,892,East,Alice,Mar,2,166,Residential,Yes,Television,16.5,66,3
3569,893,North,Bob,Jan,2,15.5,Commercial,Yes,Computer,31.5,105,1
3570,893,North,Bob,Jan,2,15.5,Commercial,Yes,AirConditioner,2,5,24
3571,893,North,Bob,Jan,2,15.5,Commercial,Yes,Fridge,31,62,11
3572,893,North,Bob,Jan,2,15.5,Commercial,Yes,Television,10,40,4
3573,894,North,Alice,Jan,2,-28.1,Commercial,No,Computer,29.4,98,1
3574,894,North,Alice,Jan,2,-28.1,Commercial,No,AirConditioner,4,10,10
3575,894,North,Alice,Jan,2,-28.1,Commercial,No,Fridge,25,50,15
3576,894,North,Alice,Jan,2,-28.1,Commercial,No,Television,1.5,6,13
3577,895,West,Diana,Jan,2,143.1,Residential,No,Computer,33.6,112,6
3578,895,West,Diana,Jan,2,143.1,Residential,No,AirConditioner,18,45,17
3579,895,West,Diana,Jan,2,143.1,Residential,No,Fridge,10.5,21,3
3580,895,West,Diana,Jan,2,143.1,Residential,No,Television,28,112,9
3581,896,West,Charlie,Jan,1,8.6,Commercial,Yes,Computer,46.5,155,8
3582,896,West,Charlie,Jan,1,8.6,Commercial,Yes,AirConditioner,3.6,9,15
3583,896,West,Charlie,Jan,1,8.6,Commercial,Yes,Fridge,37,74,17
3584,896,West,Charlie,Jan,1,8.6,Commercial,Yes,Television,4.5,18,3
3585,897,South,Alice,Mar,2,16.85,Commercial,Yes,Computer,4.5,15,23
3586,897,South,Alice,Mar,2,16.85,Commercial,Yes,AirConditioner,33.6,84,9
3587,897,South,Alice,Mar,2,16.85,Commercial,Yes,Fridge,17.5,35,2
3588,897,South,Alice,Mar,2,16.85,Commercial,Yes,Television,20.25,81,7
3589,898,West,Diana,Jan,3,46.6,Residential,Yes,Computer,39.3,131,3
3590,898,West,Diana,Jan,3,46.6,Residential,Yes,AirConditioner,8.8,22,11
3591,898,West,Diana,Jan,3,46.6,Residential,Yes,Fridge,23,46,16
3592,898,West,Diana,Jan,3,46.6,Residential,Yes,Television,25.5,102,1
3593,899,East,Alice,Jan,2,174.65,Corporate,No,Computer,54,180,1
3594,899,East,Alice,Jan,2,174.65,Corporate,No,AirConditioner,34.4,86,12
3595,899,East,Alice,Jan,2,174.65,Corporate,No,Fridge,47,94,0
3596,899,East,Alice,Jan,2,174.65,Corporate,No,Television,27.25,109,8
3597,900,East,Alice,Jan,4,149.35,Commercial,No,Computer,37.5,125,18
3598,900,East,Alice,Jan,4,149.35,Commercial,No,AirConditioner,27.6,69,8
3599,900,East,Alice,Jan,4,149.35,Commercial,No,Fridge,19.5,39,18
3600,900,East,Alice,Jan,4,149.35,Commercial,No,Television,21.75,87,1
3601,901,North,Charlie,Jan,2,100.95,Residential,No,Computer,51.6,172,25
3602,901,North,Charlie,Jan,2,100.95,Residential,No,AirConditioner,30.4,76,20
3603,901,North,Charlie,Jan,2,100.95,Residential,No,Fridge,45.5,91,3
3604,901,North,Charlie,Jan,2,100.95,Residential,No,Television,27.5,110,1
3605,902,West,Eve,Mar,5,41.8,Commercial,No,Computer,57.3,191,4
3606,902,West,Eve,Mar,5,41.8,Commercial,No,AirConditioner,56,140,12
3607,902,West,Eve,Mar,5,41.8,Commercial,No,Fridge,19,38,16
3608,902,West,Eve,Mar,5,41.8,Commercial,No,Television,7.5,30,12
3609,903,South,Eve,Jan,4,100.05,Residential,Yes,Computer,21.3,71,8
3610,903,South,Eve,Jan,4,100.05,Residential,Yes,AirConditioner,54,135,5
3611,903,South,Eve,Jan,4,100.05,Residential,Yes,Fridge,41.5,83,6
3612,903,South,Eve,Jan,4,100.05,Residential,Yes,Television,5.25,21,1
3613,904,East,Alice,Mar,3,115,Commercial,Yes,Computer,45.9,153,23
3614,904,East,Alice,Mar,3,115,Commercial,Yes,AirConditioner,11.6,29,5
3615,904,East,Alice,Mar,3,115,Commercial,Yes,Fridge,45,90,1
3616,904,East,Alice,Mar,3,115,Commercial,Yes,Television,15.5,62,11
3617,905,East,Bob,Feb,4,158.7,Corporate,No,Computer,43.5,145,12
3618,905,East,Bob,Feb,4,158.7,Corporate,No,AirConditioner,29.2,73,10
3619,905,East,Bob,Feb,4,158.7,Corporate,No,Fridge,11.5,23,11
3620,905,East,Bob,Feb,4,158.7,Corporate,No,Television,2.5,10,9
3621,906,South,Diana,Mar,2,141.55,Corporate,No,Computer,29.4,98,11
3622,906,South,Diana,Mar,2,141.55,Corporate,No,AirConditioner,34.4,86,18
3623,906,South,Diana,Mar,2,141.55,Corporate,No,Fridge,2,4,4
3624,906,South,Diana,Mar,2,141.55,Corporate,No,Television,26.75,107,7
3625,907,South,Bob,Mar,3,21.65,Residential,Yes,Computer,31.5,105,29
3626,907,South,Bob,Mar,3,21.65,Residential,Yes,AirConditioner,48.4,121,10
3627,907,South,Bob,Mar,3,21.65,Residential,Yes,Fridge,16.5,33,15
3628,907,South,Bob,Mar,3,21.65,Residential,Yes,Television,3.25,13,2
3629,908,East,Bob,Jan,3,106.6,Residential,Yes,Computer,40.5,135,18
3630,908,East,Bob,Jan,3,106.6,Residential,Yes,AirConditioner,39.6,99,9
3631,908,East,Bob,Jan,3,106.6,Residential,Yes,Fridge,49.5,99,7
3632,908,East,Bob,Jan,3,106.6,Residential,Yes,Television,19,76,9
3633,909,East,Alice,Feb,1,151.75,Residential,No,Computer,29.7,99,8
3634,909,East,Alice,Feb,1,151.75,Residential,No,AirConditioner,14.8,37,22
3635,909,East,Alice,Feb,1,151.75,Residential,No,Fridge,16,32,7
3636,909,East,Alice,Feb,1,151.75,Residential,No,Television,2.25,9,10
3637,910,South,Alice,Feb,2,142.5,Commercial,Yes,Computer,28.5,95,9
3638,910,South,Alice,Feb,2,142.5,Commercial,Yes,AirConditioner,46,115,14
3639,910,South,Alice,Feb,2,142.5,Commercial,Yes,Fridge,39,78,12
3640,910,South,Alice,Feb,2,142.5,Commercial,Yes,Television,17,68,13
3641,911,East,Alice,Feb,2,101.75,Residential,Yes,Computer,50.4,168,18
3642,911,East,Alice,Feb,2,101.75,Residential,Yes,AirConditioner,51.6,129,12
3643,911,East,Alice,Feb,2,101.75,Residential,Yes,Fridge,23,46,13
3644,911,East,Alice,Feb,2,101.75,Residential,Yes,Television,9.75,39,9
