ID,Index,Region,SalesRep,Month,CustomerRating,CustomerSegment,SalesTargetAchieved,Product,Sales,Profit,Discount%,Net Profit,,,,,
2848,712,South,Diana,Feb,4,Residential,No,Television,2,0.5,6,0.38,,,,,
2857,715,West,Charlie,Feb,2,Corporate,No,Computer,148,44.4,27,4.44,,,,,
2858,715,West,Charlie,Feb,2,Corporate,No,AirConditioner,120,48,9,37.2,,,,,
2859,715,West,Charlie,Feb,2,Corporate,No,Fridge,67,33.5,4,30.82,,,,,
2860,715,West,Charlie,Feb,2,Corporate,No,Television,118,29.5,0,29.5,,,,,
2865,717,East,Diana,Feb,4,Residential,No,Computer,17,5.1,10,3.4,,,,,
2866,717,East,Diana,Feb,4,Residential,No,AirConditioner,8,3.2,19,1.68,,,,,
2867,717,East,Diana,Feb,4,Residential,No,Fridge,19,9.5,14,6.84,,,,,
2868,717,East,Diana,Feb,4,Residential,No,Television,40,10,9,6.4,,,,,
2869,718,West,Bob,Feb,1,Residential,Yes,Computer,48,14.4,18,5.76,,,,,
2870,718,West,Bob,Feb,1,Residential,Yes,AirConditioner,83,33.2,3,30.71,,,,,
2871,718,West,Bob,Feb,1,Residential,Yes,Fridge,67,33.5,17,22.11,,,,,
2872,718,West,Bob,Feb,1,Residential,Yes,Television,101,25.25,13,12.12,,,,,
2889,723,West,Eve,Feb,4,Commercial,Yes,Computer,145,43.5,16,20.3,,,,,
2890,723,West,Eve,Feb,4,Commercial,Yes,AirConditioner,22,8.8,3,8.14,,,,,
2891,723,West,Eve,Feb,4,Commercial,Yes,Fridge,28,14,6,12.32,,,,,
2892,723,West,Eve,Feb,4,Commercial,Yes,Television,12,3,0,3,,,,,
2893,724,North,Alice,Feb,5,Commercial,No,Computer,63,18.9,29,0.63,,,,,
2894,724,North,Alice,Feb,5,Commercial,No,AirConditioner,133,53.2,22,23.94,,,,,
2895,724,North,Alice,Feb,5,Commercial,No,Fridge,25,12.5,16,8.5,,,,,
2896,724,North,Alice,Feb,5,Commercial,No,Television,81,20.25,9,12.96,,,,,
2901,726,North,Charlie,Feb,2,Residential,No,Computer,101,30.3,23,7.07,,,,,
2902,726,North,Charlie,Feb,2,Residential,No,AirConditioner,68,27.2,14,17.68,,,,,
2903,726,North,Charlie,Feb,2,Residential,No,Fridge,12,6,12,4.56,,,,,
2904,726,North,Charlie,Feb,2,Residential,No,Television,110,27.5,14,12.1,,,,,
2913,729,North,Diana,Feb,4,Residential,No,Computer,105,31.5,19,11.55,,,,,
2914,729,North,Diana,Feb,4,Residential,No,AirConditioner,135,54,20,27,,,,,
2915,729,North,Diana,Feb,4,Residential,No,Fridge,66,33,13,24.42,,,,,
2916,729,North,Diana,Feb,4,Residential,No,Television,7,1.75,11,0.98,,,,,
2929,733,North,Charlie,Feb,1,Residential,No,Computer,170,51,13,28.9,,,,,
2930,733,North,Charlie,Feb,1,Residential,No,AirConditioner,93,37.2,16,22.32,,,,,
2931,733,North,Charlie,Feb,1,Residential,No,Fridge,76,38,5,34.2,,,,,
2932,733,North,Charlie,Feb,1,Residential,No,Television,102,25.5,14,11.22,,,,,
2933,734,West,Diana,Feb,4,Commercial,Yes,Computer,184,55.2,10,36.8,,,,,
2934,734,West,Diana,Feb,4,Commercial,Yes,AirConditioner,104,41.6,24,16.64,,,,,
2935,734,West,Diana,Feb,4,Commercial,Yes,Fridge,22,11,16,7.48,,,,,
2936,734,West,Diana,Feb,4,Commercial,Yes,Television,67,16.75,5,13.4,,,,,
2961,741,East,Charlie,Feb,2,Residential,Yes,Computer,122,36.6,22,9.76,,,,,
2962,741,East,Charlie,Feb,2,Residential,Yes,AirConditioner,25,10,15,6.25,,,,,
2963,741,East,Charlie,Feb,2,Residential,Yes,Fridge,60,30,7,25.8,,,,,
2964,741,East,Charlie,Feb,2,Residential,Yes,Television,82,20.5,4,17.22,,,,,
2973,744,North,Charlie,Feb,5,Residential,Yes,Computer,94,28.2,25,4.7,,,,,
2974,744,North,Charlie,Feb,5,Residential,Yes,AirConditioner,126,50.4,14,32.76,,,,,
2975,744,North,Charlie,Feb,5,Residential,Yes,Fridge,80,40,14,28.8,,,,,
2976,744,North,Charlie,Feb,5,Residential,Yes,Television,61,15.25,0,15.25,,,,,
2997,750,South,Alice,Feb,4,Commercial,No,Computer,74,22.2,8,16.28,,,,,
2998,750,South,Alice,Feb,4,Commercial,No,AirConditioner,65,26,9,20.15,,,,,
2999,750,South,Alice,Feb,4,Commercial,No,Fridge,17,8.5,14,6.12,,,,,
3000,750,South,Alice,Feb,4,Commercial,No,Television,98,24.5,13,11.76,,,,,
3005,752,North,Bob,Feb,1,Commercial,Yes,Computer,66,19.8,25,3.3,,,,,
3006,752,North,Bob,Feb,1,Commercial,Yes,AirConditioner,82,32.8,9,25.42,,,,,
3007,752,North,Bob,Feb,1,Commercial,Yes,Fridge,3,1.5,13,1.11,,,,,
3008,752,North,Bob,Feb,1,Commercial,Yes,Television,118,29.5,4,24.78,,,,,
3029,758,East,Diana,Feb,5,Corporate,No,Computer,21,6.3,15,3.15,,,,,
3030,758,East,Diana,Feb,5,Corporate,No,AirConditioner,101,40.4,2,38.38,,,,,
3031,758,East,Diana,Feb,5,Corporate,No,Fridge,54,27,10,21.6,,,,,
3032,758,East,Diana,Feb,5,Corporate,No,Television,47,11.75,7,8.46,,,,,
3033,759,North,Diana,Feb,5,Residential,No,Computer,147,44.1,28,2.94,,,,,
3034,759,North,Diana,Feb,5,Residential,No,AirConditioner,81,32.4,10,24.3,,,,,
3035,759,North,Diana,Feb,5,Residential,No,Fridge,62,31,7,26.66,,,,,
3036,759,North,Diana,Feb,5,Residential,No,Television,103,25.75,6,19.57,,,,,
3045,762,South,Alice,Feb,1,Residential,No,Computer,186,55.8,15,27.9,,,,,
3046,762,South,Alice,Feb,1,Residential,No,AirConditioner,55,22,18,12.1,,,,,
3047,762,South,Alice,Feb,1,Residential,No,Fridge,95,47.5,9,38.95,,,,,
3048,762,South,Alice,Feb,1,Residential,No,Television,118,29.5,2,27.14,,,,,
3057,765,North,Diana,Feb,1,Commercial,Yes,Computer,127,38.1,6,30.48,,,,,
3058,765,North,Diana,Feb,1,Commercial,Yes,AirConditioner,73,29.2,10,21.9,,,,,
3059,765,North,Diana,Feb,1,Commercial,Yes,Fridge,28,14,4,12.88,,,,,
3060,765,North,Diana,Feb,1,Commercial,Yes,Television,92,23,0,23,,,,,
3105,777,North,Eve,Feb,1,Residential,No,Computer,44,13.2,16,6.16,,,,,
3106,777,North,Eve,Feb,1,Residential,No,AirConditioner,118,47.2,17,27.14,,,,,
3107,777,North,Eve,Feb,1,Residential,No,Fridge,17,8.5,8,7.14,,,,,
3108,777,North,Eve,Feb,1,Residential,No,Television,52,13,3,11.44,,,,,
3129,783,West,Alice,Feb,4,Residential,Yes,Computer,61,18.3,25,3.05,,,,,
3130,783,West,Alice,Feb,4,Residential,Yes,AirConditioner,124,49.6,22,22.32,,,,,
3131,783,West,Alice,Feb,4,Residential,Yes,Fridge,6,3,5,2.7,,,,,
3132,783,West,Alice,Feb,4,Residential,Yes,Television,33,8.25,13,3.96,,,,,
3133,784,West,Charlie,Feb,3,Residential,Yes,Computer,89,26.7,26,3.56,,,,,
3134,784,West,Charlie,Feb,3,Residential,Yes,AirConditioner,71,28.4,5,24.85,,,,,
3135,784,West,Charlie,Feb,3,Residential,Yes,Fridge,15,7.5,0,7.5,,,,,
3136,784,West,Charlie,Feb,3,Residential,Yes,Television,115,28.75,3,25.3,,,,,
3141,786,North,Diana,Feb,2,Residential,Yes,Computer,31,9.3,28,0.62,,,,,
3142,786,North,Diana,Feb,2,Residential,Yes,AirConditioner,75,30,1,29.25,,,,,
3143,786,North,Diana,Feb,2,Residential,Yes,Fridge,59,29.5,5,26.55,,,,,
3144,786,North,Diana,Feb,2,Residential,Yes,Television,73,18.25,13,8.76,,,,,
3173,794,West,Diana,Feb,5,Residential,Yes,Computer,137,41.1,4,35.62,,,,,
3174,794,West,Diana,Feb,5,Residential,Yes,AirConditioner,129,51.6,19,27.09,,,,,
3175,794,West,Diana,Feb,5,Residential,Yes,Fridge,13,6.5,7,5.59,,,,,
3176,794,West,Diana,Feb,5,Residential,Yes,Television,36,9,1,8.64,,,,,
3193,799,North,Alice,Feb,5,Residential,No,Computer,107,32.1,8,23.54,,,,,
3194,799,North,Alice,Feb,5,Residential,No,AirConditioner,30,12,10,9,,,,,
3195,799,North,Alice,Feb,5,Residential,No,Fridge,36,18,4,16.56,,,,,
3196,799,North,Alice,Feb,5,Residential,No,Television,44,11,0,11,,,,,
3201,801,North,Alice,Feb,2,Residential,Yes,Computer,104.59,31.38,5,26.15,,,,,
3202,801,North,Alice,Feb,2,Residential,Yes,AirConditioner,8,3.2,19,1.68,,,,,
3203,801,North,Alice,Feb,2,Residential,Yes,Fridge,6,3,5,2.7,,,,,
3204,801,North,Alice,Feb,2,Residential,Yes,Television,60,15,11,8.4,,,,,
3213,804,North,Bob,Feb,3,Commercial,No,Computer,98,29.4,1,28.42,,,,,
3214,804,North,Bob,Feb,3,Commercial,No,AirConditioner,37,14.8,13,9.99,,,,,
3215,804,North,Bob,Feb,3,Commercial,No,Fridge,18,9,8,7.56,,,,,
3216,804,North,Bob,Feb,3,Commercial,No,Television,87,21.75,2,20.01,,,,,
3221,806,West,Eve,Feb,2,Residential,Yes,Computer,181,54.3,22,14.48,,,,,
3222,806,West,Eve,Feb,2,Residential,Yes,AirConditioner,20,8,1,7.8,,,,,
3223,806,West,Eve,Feb,2,Residential,Yes,Fridge,68,34,8,28.56,,,,,
3224,806,West,Eve,Feb,2,Residential,Yes,Television,86,21.5,2,19.78,,,,,
3245,812,East,Charlie,Feb,2,Residential,No,Computer,123,36.9,26,4.92,,,,,
3246,812,East,Charlie,Feb,2,Residential,No,AirConditioner,46,18.4,2,17.48,,,,,
3247,812,East,Charlie,Feb,2,Residential,No,Fridge,55,27.5,18,17.6,,,,,
3248,812,East,Charlie,Feb,2,Residential,No,Television,47,11.75,0,11.75,,,,,
3249,813,North,Bob,Feb,1,Commercial,No,Computer,37,11.1,23,2.59,,,,,
3250,813,North,Bob,Feb,1,Commercial,No,AirConditioner,16,6.4,7,5.28,,,,,
3251,813,North,Bob,Feb,1,Commercial,No,Fridge,10,5,11,3.9,,,,,
3252,813,North,Bob,Feb,1,Commercial,No,Television,65,16.25,9,10.4,,,,,
3253,814,West,Charlie,Feb,1,Commercial,Yes,Computer,197,59.1,11,37.43,,,,,
3254,814,West,Charlie,Feb,1,Commercial,Yes,AirConditioner,69,27.6,21,13.11,,,,,
3255,814,West,Charlie,Feb,1,Commercial,Yes,Fridge,80,40,3,37.6,,,,,
3256,814,West,Charlie,Feb,1,Commercial,Yes,Television,67,16.75,7,12.06,,,,,
3269,818,East,Diana,Feb,3,Residential,Yes,Computer,29,8.7,14,4.64,,,,,
3270,818,East,Diana,Feb,3,Residential,Yes,AirConditioner,141,56.4,1,54.99,,,,,
3271,818,East,Diana,Feb,3,Residential,Yes,Fridge,31,15.5,7,13.33,,,,,
3272,818,East,Diana,Feb,3,Residential,Yes,Television,30,7.5,2,6.9,,,,,
3273,819,West,Alice,Feb,1,Residential,No,Computer,179,53.7,15,26.85,,,,,
3274,819,West,Alice,Feb,1,Residential,No,AirConditioner,110,44,21,20.9,,,,,
3275,819,West,Alice,Feb,1,Residential,No,Fridge,17,8.5,5,7.65,,,,,
3276,819,West,Alice,Feb,1,Residential,No,Television,66,16.5,5,13.2,,,,,
3285,822,West,Diana,Feb,2,Commercial,Yes,Computer,32,9.6,16,4.48,,,,,
3286,822,West,Diana,Feb,2,Commercial,Yes,AirConditioner,129,51.6,24,20.64,,,,,
3287,822,West,Diana,Feb,2,Commercial,Yes,Fridge,84,42,13,31.08,,,,,
3288,822,West,Diana,Feb,2,Commercial,Yes,Television,97,24.25,14,10.67,,,,,
3289,823,South,Charlie,Feb,3,Corporate,Yes,Computer,121,36.3,0,36.3,,,,,
3290,823,South,Charlie,Feb,3,Corporate,Yes,AirConditioner,135,54,3,49.95,,,,,
3291,823,South,Charlie,Feb,3,Corporate,Yes,Fridge,48,24,12,18.24,,,,,
3292,823,South,Charlie,Feb,3,Corporate,Yes,Television,42,10.5,8,7.14,,,,,
3301,826,West,Alice,Feb,2,Commercial,Yes,Computer,162,48.6,21,14.58,,,,,
3302,826,West,Alice,Feb,2,Commercial,Yes,AirConditioner,116,46.4,2,44.08,,,,,
3303,826,West,Alice,Feb,2,Commercial,Yes,Fridge,28,14,2,13.44,,,,,
3304,826,West,Alice,Feb,2,Commercial,Yes,Television,106,26.5,1,25.44,,,,,
3329,833,East,Diana,Feb,5,Corporate,Yes,Computer,63,18.9,13,10.71,,,,,
3330,833,East,Diana,Feb,5,Corporate,Yes,AirConditioner,76,30.4,21,14.44,,,,,
3331,833,East,Diana,Feb,5,Corporate,Yes,Fridge,9,4.5,17,2.97,,,,,
3332,833,East,Diana,Feb,5,Corporate,Yes,Television,8,2,7,1.44,,,,,
3345,837,East,Diana,Feb,5,Commercial,No,Computer,52,15.6,5,13,,,,,
3346,837,East,Diana,Feb,5,Commercial,No,AirConditioner,6,2.4,15,1.5,,,,,
3347,837,East,Diana,Feb,5,Commercial,No,Fridge,76,38,16,25.84,,,,,
3348,837,East,Diana,Feb,5,Commercial,No,Television,21,5.25,1,5.04,,,,,
3353,839,West,Diana,Feb,3,Residential,Yes,Computer,124,37.2,21,11.16,,,,,
3354,839,West,Diana,Feb,3,Residential,Yes,AirConditioner,24,9.6,13,6.48,,,,,
3355,839,West,Diana,Feb,3,Residential,Yes,Fridge,30,15,18,9.6,,,,,
3356,839,West,Diana,Feb,3,Residential,Yes,Television,62,15.5,2,14.26,,,,,
3421,856,North,Alice,Feb,3,Residential,Yes,Computer,90,27,19,9.9,,,,,
3422,856,North,Alice,Feb,3,Residential,Yes,AirConditioner,103,41.2,10,30.9,,,,,
3423,856,North,Alice,Feb,3,Residential,Yes,Fridge,6,3,3,2.82,,,,,
3424,856,North,Alice,Feb,3,Residential,Yes,Television,65,16.25,3,14.3,,,,,
3445,862,North,Eve,Feb,2,Residential,No,Computer,160,48,2,44.8,,,,,
3446,862,North,Eve,Feb,2,Residential,No,AirConditioner,16,6.4,21,3.04,,,,,
3447,862,North,Eve,Feb,2,Residential,No,Fridge,46,23,14,16.56,,,,,
3448,862,North,Eve,Feb,2,Residential,No,Television,106,26.5,7,19.08,,,,,
3461,866,North,Bob,Feb,2,Residential,Yes,Computer,73,21.9,28,1.46,,,,,
3462,866,North,Bob,Feb,2,Residential,Yes,AirConditioner,36,14.4,11,10.44,,,,,
3463,866,North,Bob,Feb,2,Residential,Yes,Fridge,14,7,13,5.18,,,,,
3464,866,North,Bob,Feb,2,Residential,Yes,Television,30,7.5,14,3.3,,,,,
3465,867,North,Alice,Feb,1,Residential,Yes,Computer,132,39.6,22,10.56,,,,,
3466,867,North,Alice,Feb,1,Residential,Yes,AirConditioner,61,24.4,21,11.59,,,,,
3467,867,North,Alice,Feb,1,Residential,Yes,Fridge,4,2,1,1.96,,,,,
3468,867,North,Alice,Feb,1,Residential,Yes,Television,10,2.5,3,2.2,,,,,
3473,869,East,Eve,Feb,2,Residential,No,Computer,29,8.7,14,4.64,,,,,
3474,869,East,Eve,Feb,2,Residential,No,AirConditioner,23,9.2,19,4.83,,,,,
3475,869,East,Eve,Feb,2,Residential,No,Fridge,76,38,16,25.84,,,,,
3476,869,East,Eve,Feb,2,Residential,No,Television,58,14.5,1,13.92,,,,,
3485,872,West,Bob,Feb,3,Residential,Yes,Computer,28,8.4,19,3.08,,,,,
3486,872,West,Bob,Feb,3,Residential,Yes,AirConditioner,37,14.8,21,7.03,,,,,
3487,872,West,Bob,Feb,3,Residential,Yes,Fridge,92,46,13,34.04,,,,,
3488,872,West,Bob,Feb,3,Residential,Yes,Television,80,20,2,18.4,,,,,
3489,873,South,Diana,Feb,4,Residential,Yes,Computer,129,38.7,13,21.93,,,,,
3490,873,South,Diana,Feb,4,Residential,Yes,AirConditioner,14,5.6,22,2.52,,,,,
3491,873,South,Diana,Feb,4,Residential,Yes,Fridge,69,34.5,9,28.29,,,,,
3492,873,South,Diana,Feb,4,Residential,Yes,Television,6,1.5,8,1.02,,,,,
3493,874,North,Diana,Feb,4,Residential,Yes,Computer,145,43.5,20,14.5,,,,,
3494,874,North,Diana,Feb,4,Residential,Yes,AirConditioner,84,33.6,16,20.16,,,,,
3495,874,North,Diana,Feb,4,Residential,Yes,Fridge,73,36.5,12,27.74,,,,,
3496,874,North,Diana,Feb,4,Residential,Yes,Television,67,16.75,8,11.39,,,,,
3497,875,South,Eve,Feb,1,Residential,No,Computer,175,52.5,12,31.5,,,,,
3498,875,South,Eve,Feb,1,Residential,No,AirConditioner,68,27.2,4,24.48,,,,,
3499,875,South,Eve,Feb,1,Residential,No,Fridge,74,37,0,37,,,,,
3500,875,South,Eve,Feb,1,Residential,No,Television,41,10.25,10,6.15,,,,,
3505,877,South,Bob,Feb,1,Residential,No,Computer,190,57,23,13.3,,,,,
3506,877,South,Bob,Feb,1,Residential,No,AirConditioner,96,38.4,12,26.88,,,,,
3507,877,South,Bob,Feb,1,Residential,No,Fridge,78,39,11,30.42,,,,,
3508,877,South,Bob,Feb,1,Residential,No,Television,85,21.25,10,12.75,,,,,
3517,880,North,Bob,Feb,5,Commercial,Yes,Computer,109,32.7,8,23.98,,,,,
3518,880,North,Bob,Feb,5,Commercial,Yes,AirConditioner,63,25.2,14,16.38,,,,,
3519,880,North,Bob,Feb,5,Commercial,Yes,Fridge,12,6,4,5.52,,,,,
3520,880,North,Bob,Feb,5,Commercial,Yes,Television,58,14.5,10,8.7,,,,,
3525,882,South,Alice,Feb,3,Commercial,Yes,Computer,168,50.4,2,47.04,,,,,
3526,882,South,Alice,Feb,3,Commercial,Yes,AirConditioner,23,9.2,17,5.29,,,,,
3527,882,South,Alice,Feb,3,Commercial,Yes,Fridge,59,29.5,4,27.14,,,,,
3528,882,South,Alice,Feb,3,Commercial,Yes,Television,60,15,0,15,,,,,
3541,886,North,Alice,Feb,2,Residential,Yes,Computer,154,46.2,0,46.2,,,,,
3542,886,North,Alice,Feb,2,Residential,Yes,AirConditioner,31,12.4,10,9.3,,,,,
3543,886,North,Alice,Feb,2,Residential,Yes,Fridge,79,39.5,0,39.5,,,,,
3544,886,North,Alice,Feb,2,Residential,Yes,Television,68,17,3,14.96,,,,,
3545,887,North,Bob,Feb,2,Commercial,No,Computer,88,26.4,16,12.32,,,,,
3546,887,North,Bob,Feb,2,Commercial,No,AirConditioner,21,8.4,12,5.88,,,,,
3547,887,North,Bob,Feb,2,Commercial,No,Fridge,93,46.5,13,34.41,,,,,
3548,887,North,Bob,Feb,2,Commercial,No,Television,22,5.5,1,5.28,,,,,
3557,890,North,Bob,Feb,2,Residential,No,Computer,179,53.7,12,32.22,,,,,
3558,890,North,Bob,Feb,2,Residential,No,AirConditioner,129,51.6,14,33.54,,,,,
3559,890,North,Bob,Feb,2,Residential,No,Fridge,88,44,16,29.92,,,,,
3560,890,North,Bob,Feb,2,Residential,No,Television,109,27.25,7,19.62,,,,,
3617,905,East,Bob,Feb,4,Corporate,No,Computer,145,43.5,12,26.1,,,,,
3618,905,East,Bob,Feb,4,Corporate,No,AirConditioner,73,29.2,10,21.9,,,,,
3619,905,East,Bob,Feb,4,Corporate,No,Fridge,23,11.5,11,8.97,,,,,
3620,905,East,Bob,Feb,4,Corporate,No,Television,10,2.5,9,1.6,,,,,
3633,909,East,Alice,Feb,1,Residential,No,Computer,99,29.7,8,21.78,,,,,
3634,909,East,Alice,Feb,1,Residential,No,AirConditioner,37,14.8,22,6.66,,,,,
3635,909,East,Alice,Feb,1,Residential,No,Fridge,32,16,7,13.76,,,,,
3636,909,East,Alice,Feb,1,Residential,No,Television,9,2.25,10,1.35,,,,,
3637,910,South,Alice,Feb,2,Commercial,Yes,Computer,95,28.5,9,19.95,,,,,
3638,910,South,Alice,Feb,2,Commercial,Yes,AirConditioner,115,46,14,29.9,,,,,
3639,910,South,Alice,Feb,2,Commercial,Yes,Fridge,78,39,12,29.64,,,,,
3640,910,South,Alice,Feb,2,Commercial,Yes,Television,68,17,13,8.16,,,,,
3641,911,East,Alice,Feb,2,Residential,Yes,Computer,168,50.4,18,20.16,,,,,
3642,911,East,Alice,Feb,2,Residential,Yes,AirConditioner,129,51.6,12,36.12,,,,,
3643,911,East,Alice,Feb,2,Residential,Yes,Fridge,46,23,13,17.02,,,,,
3644,911,East,Alice,Feb,2,Residential,Yes,Television,39,9.75,9,6.24,,,,,
3645,912,North,Alice,Feb,2,Commercial,No,Computer,147,44.1,9,30.87,,,,,
3646,912,North,Alice,Feb,2,Commercial,No,AirConditioner,20,8,22,3.6,,,,,
3647,912,North,Alice,Feb,2,Commercial,No,Fridge,14,7,10,5.6,,,,,
3648,912,North,Alice,Feb,2,Commercial,No,Television,24,6,14,2.64,,,,,
3653,914,South,Alice,Feb,2,Residential,Yes,Computer,130,39,13,22.1,,,,,
3654,914,South,Alice,Feb,2,Residential,Yes,AirConditioner,42,16.8,4,15.12,,,,,
3655,914,South,Alice,Feb,2,Residential,Yes,Fridge,51,25.5,15,17.85,,,,,
3656,914,South,Alice,Feb,2,Residential,Yes,Television,34,8.5,7,6.12,,,,,
3669,918,West,Charlie,Feb,2,Residential,Yes,Computer,157,47.1,19,17.27,,,,,
3670,918,West,Charlie,Feb,2,Residential,Yes,AirConditioner,116,46.4,18,25.52,,,,,
3671,918,West,Charlie,Feb,2,Residential,Yes,Fridge,13,6.5,11,5.07,,,,,
3672,918,West,Charlie,Feb,2,Residential,Yes,Television,5,1.25,6,0.95,,,,,
3681,921,North,Eve,Feb,4,Residential,No,Computer,104.59,31.38,11,19.88,,,,,
3682,921,North,Eve,Feb,4,Residential,No,AirConditioner,148,59.2,5,51.8,,,,,
3683,921,North,Eve,Feb,4,Residential,No,Fridge,74,37,13,27.38,,,,,
3684,921,North,Eve,Feb,4,Residential,No,Television,4,1,5,0.8,,,,,
3701,926,East,Eve,Feb,2,Commercial,Yes,Computer,31,9.3,9,6.51,,,,,
3702,926,East,Eve,Feb,2,Commercial,Yes,AirConditioner,149,59.6,16,35.76,,,,,
3703,926,East,Eve,Feb,2,Commercial,Yes,Fridge,74,37,10,29.6,,,,,
3704,926,East,Eve,Feb,2,Commercial,Yes,Television,113,28.25,1,27.12,,,,,
3705,927,North,Alice,Feb,3,Corporate,No,Computer,17,5.1,5,4.25,,,,,
3706,927,North,Alice,Feb,3,Corporate,No,AirConditioner,68,27.2,21,12.92,,,,,
3707,927,North,Alice,Feb,3,Corporate,No,Fridge,75,37.5,11,29.25,,,,,
3708,927,North,Alice,Feb,3,Corporate,No,Television,45,11.25,11,6.3,,,,,
3717,930,North,Charlie,Feb,1,Residential,Yes,Computer,188,56.4,5,47,,,,,
3718,930,North,Charlie,Feb,1,Residential,Yes,AirConditioner,17,6.8,15,4.25,,,,,
3719,930,North,Charlie,Feb,1,Residential,Yes,Fridge,30,15,16,10.2,,,,,
3720,930,North,Charlie,Feb,1,Residential,Yes,Television,28,7,6,5.32,,,,,
3721,931,East,Alice,Feb,4,Residential,Yes,Computer,87,26.1,29,0.87,,,,,
3722,931,East,Alice,Feb,4,Residential,Yes,AirConditioner,76,30.4,17,17.48,,,,,
3723,931,East,Alice,Feb,4,Residential,Yes,Fridge,4,2,15,1.4,,,,,
3724,931,East,Alice,Feb,4,Residential,Yes,Television,119,29.75,3,26.18,,,,,
3725,932,West,Alice,Feb,3,Residential,Yes,Computer,48,14.4,13,8.16,,,,,
3726,932,West,Alice,Feb,3,Residential,Yes,AirConditioner,9,3.6,12,2.52,,,,,
3727,932,West,Alice,Feb,3,Residential,Yes,Fridge,45,22.5,16,15.3,,,,,
3728,932,West,Alice,Feb,3,Residential,Yes,Television,107,26.75,13,12.84,,,,,
3729,933,North,Eve,Feb,4,Commercial,Yes,Computer,46,13.8,11,8.74,,,,,
3730,933,North,Eve,Feb,4,Commercial,Yes,AirConditioner,16,6.4,17,3.68,,,,,
3731,933,North,Eve,Feb,4,Commercial,Yes,Fridge,10,5,14,3.6,,,,,
3732,933,North,Eve,Feb,4,Commercial,Yes,Television,27,6.75,10,4.05,,,,,
3733,934,North,Alice,Feb,2,Commercial,Yes,Computer,187,56.1,29,1.87,,,,,
3734,934,North,Alice,Feb,2,Commercial,Yes,AirConditioner,7,2.8,9,2.17,,,,,
3735,934,North,Alice,Feb,2,Commercial,Yes,Fridge,15,7.5,19,4.65,,,,,
3736,934,North,Alice,Feb,2,Commercial,Yes,Television,65,16.25,5,13,,,,,
3737,935,West,Diana,Feb,3,Residential,Yes,Computer,171,51.3,26,6.84,,,,,
3738,935,West,Diana,Feb,3,Residential,Yes,AirConditioner,37,14.8,0,14.8,,,,,
3739,935,West,Diana,Feb,3,Residential,Yes,Fridge,87,43.5,6,38.28,,,,,
3740,935,West,Diana,Feb,3,Residential,Yes,Television,34,8.5,8,5.78,,,,,
3753,939,South,Diana,Feb,3,Commercial,Yes,Computer,170,51,7,39.1,,,,,
3754,939,South,Diana,Feb,3,Commercial,Yes,AirConditioner,33,13.2,1,12.87,,,,,
3755,939,South,Diana,Feb,3,Commercial,Yes,Fridge,48,24,13,17.76,,,,,
3756,939,South,Diana,Feb,3,Commercial,Yes,Television,62,15.5,5,12.4,,,,,
3769,943,West,Alice,Feb,2,Residential,Yes,Computer,181,54.3,25,9.05,,,,,
3770,943,West,Alice,Feb,2,Residential,Yes,AirConditioner,21,8.4,8,6.72,,,,,
3771,943,West,Alice,Feb,2,Residential,Yes,Fridge,78,39,17,25.74,,,,,
3772,943,West,Alice,Feb,2,Residential,Yes,Television,39,9.75,9,6.24,,,,,
3773,944,North,Alice,Feb,3,Commercial,Yes,Computer,43,12.9,7,9.89,,,,,
3774,944,North,Alice,Feb,3,Commercial,Yes,AirConditioner,60,24,9,18.6,,,,,
3775,944,North,Alice,Feb,3,Commercial,Yes,Fridge,66,33,14,23.76,,,,,
3776,944,North,Alice,Feb,3,Commercial,Yes,Television,21,5.25,11,2.94,,,,,
3785,947,North,Bob,Feb,5,Residential,No,Computer,71,21.3,28,1.42,,,,,
3786,947,North,Bob,Feb,5,Residential,No,AirConditioner,146,58.4,14,37.96,,,,,
3787,947,North,Bob,Feb,5,Residential,No,Fridge,69,34.5,11,26.91,,,,,
3788,947,North,Bob,Feb,5,Residential,No,Television,115,28.75,0,28.75,,,,,
3817,955,East,Bob,Feb,1,Commercial,Yes,Computer,175,52.5,26,7,,,,,
3818,955,East,Bob,Feb,1,Commercial,Yes,AirConditioner,45,18,10,13.5,,,,,
3819,955,East,Bob,Feb,1,Commercial,Yes,Fridge,83,41.5,11,32.37,,,,,
3820,955,East,Bob,Feb,1,Commercial,Yes,Television,14,3.5,8,2.38,,,,,
3853,964,East,Bob,Feb,1,Commercial,No,Computer,147,44.1,13,24.99,,,,,
3854,964,East,Bob,Feb,1,Commercial,No,AirConditioner,124,49.6,5,43.4,,,,,
3855,964,East,Bob,Feb,1,Commercial,No,Fridge,27,13.5,9,11.07,,,,,
3856,964,East,Bob,Feb,1,Commercial,No,Television,101,25.25,11,14.14,,,,,
3873,969,South,Bob,Feb,1,Commercial,Yes,Computer,117,35.1,18,14.04,,,,,
3874,969,South,Bob,Feb,1,Commercial,Yes,AirConditioner,63,25.2,11,18.27,,,,,
3875,969,South,Bob,Feb,1,Commercial,Yes,Fridge,96,48,4,44.16,,,,,
3876,969,South,Bob,Feb,1,Commercial,Yes,Television,45,11.25,8,7.65,,,,,
3877,970,East,Diana,Feb,1,Corporate,No,Computer,196,58.8,13,33.32,,,,,
3878,970,East,Diana,Feb,1,Corporate,No,AirConditioner,16,6.4,3,5.92,,,,,
